VS__Z,VS__u,VS__w,VS__ezz,VS__kzz,VS__szz_bot,VS__szz_top,VS__sth_bot,VS__sth_top,S__Z,S__u,S__w,S__ezz,S__kzz,S__szz_bot,S__szz_top,S__sth_bot,S__sth_top,B__Z,B__u,B__w,B__ezz,B__kzz,B__szz_bot,B__szz_top,B__sth_bot,B__sth_top,I__Z,I__u,I__w,I__ezz,I__kzz,I__szz_Iot,I__szz_top,I__sth_Iot,I__sth_top,Q__Z,Q__u,Q__w,Q__ezz,Q__kzz,Q__szz_Qot,Q__szz_top,Q__sth_Qot,Q__sth_top
345.6,0.249337288,-0.060118938,-0.000182683,-1.20E-06,-34.50088212,-32.64750479,9.596718379,10.15273158,364.8,0.356371127,-0.055035627,-0.00016042,-1.14E-06,-28.17545841,-26.67403303,15.30543759,15.7558652,96,0.162939019,-0.009717904,-0.000109463,-3.15E-06,-22.97355252,-18.82263945,2.692582448,3.937856368,192,0.488137022,-0.021722534,-0.000131887,-1.95E-05,-31.25375043,-9.779211468,16.31529709,22.75765878,120,0.866785636,-0.012061519,-0.000129019,-5.66E-05,-35.59788389,1.746318539,23.99206027,35.195321
352.8,0.249010303,-0.06143393,-0.000182591,-9.97E-07,-34.32991772,-32.79547158,9.621848916,10.08218276,372.4,0.355721445,-0.056254291,-0.000160281,-8.88E-07,-27.99396632,-26.82291131,15.31657311,15.66788961,98,0.167558915,-0.009937217,-0.00010985,-3.78E-06,-23.38391479,-18.40326716,2.841232322,4.335426612,196,0.494710421,-0.022251031,-0.000132357,-1.93E-05,-31.08753846,-9.92388093,16.71112902,23.06022628,122.5,0.885498945,-0.012385414,-0.000130093,-5.79E-05,-36.01222878,2.182305939,24.61628915,36.07464956
360,0.248631536,-0.06274824,-0.000182494,-8.08E-07,-34.17277266,-32.92961916,9.638691064,10.01163711,380,0.355020348,-0.057471878,-0.000160136,-6.63E-07,-27.82909078,-26.95517505,15.31929599,15.58147072,100,0.172163711,-0.010157304,-0.000110236,-4.38E-06,-23.77802181,-18.00015048,2.99387055,4.72723195,200,0.500975717,-0.022781358,-0.000132803,-1.89E-05,-30.90429695,-10.08558206,17.09585393,23.3414684,125,0.903850275,-0.012711966,-0.000131145,-5.91E-05,-36.3794796,2.571195097,25.24016713,36.92536954
367.2,0.248210804,-0.064061828,-0.000182391,-6.36E-07,-34.02897191,-33.05042259,9.648172777,9.941737574,387.6,0.354280857,-0.058688353,-0.000159988,-4.61E-07,-27.68004481,-27.07161122,15.31471039,15.49724047,102,0.176750988,-0.010378161,-0.000110621,-4.96E-06,-24.15619465,-17.61296834,3.150258553,5.113226446,204,0.506937931,-0.02331342,-0.000133224,-1.86E-05,-30.70572004,-10.26262071,17.46922772,23.60215751,127.5,0.921832457,-0.013041119,-0.000132175,-6.01E-05,-36.70150327,2.914852926,25.86284732,37.74775417
374.4,0.247757028,-0.06537466,-0.000182284,-4.81E-07,-33.89798067,-33.15841666,9.651168026,9.873037229,395.2,0.353514607,-0.05990369,-0.000159837,-2.83E-07,-27.54599201,-27.17305624,15.30384286,15.41572359,104,0.181318426,-0.010599785,-0.000111003,-5.52E-06,-24.51875318,-17.24140088,3.310163797,5.493369487,208,0.512602526,-0.023847122,-0.000133623,-1.82E-05,-30.4934213,-10.45338333,17.83105393,23.84306532,130,0.939439178,-0.01337282,-0.000133182,-6.10E-05,-36.98012981,3.215109442,26.48352818,38.54209996
381.6,0.247278262,-0.066686712,-0.000182174,-3.41E-07,-33.77921704,-33.25418327,9.64849587,9.806006001,402.8,0.352731918,-0.061117875,-0.000159685,-1.26E-07,-27.42606155,-27.26038094,15.28764275,15.33734693,106,0.185863797,-0.010822172,-0.000111384,-6.05E-06,-24.86601588,-16.88512961,3.473359736,5.867625617,212,0.517975368,-0.024382371,-0.000133998,-1.78E-05,-30.26893514,-10.65633549,18.18118093,24.06496083,132.5,0.956664947,-0.013707009,-0.000134166,-6.17E-05,-37.2171517,3.473757129,27.10145238,39.30872503
388.8,0.24678174,-0.067997966,-0.000182062,-2.17E-07,-33.6720635,-33.33833994,9.640920147,9.741037214,410.4,0.351941876,-0.062330898,-0.000159532,1.15E-08,-27.31936135,-27.33447739,15.26698331,15.2624485,108,0.190384966,-0.011045318,-0.000111762,-6.56E-06,-25.19829973,-16.54383757,3.639625737,6.235964385,216,0.523062676,-0.024919074,-0.00013435,-1.74E-05,-30.03371843,-10.87002032,18.51949902,24.26860846,135,0.973505063,-0.014043631,-0.000135127,-6.23E-05,-37.41432334,3.692550391,27.71590553,40.04796765
396,0.246273911,-0.069308409,-0.000181949,-1.07E-07,-33.57587718,-33.41152954,9.629149717,9.678454009,418,0.351152405,-0.063542757,-0.000159379,1.30E-07,-27.22498983,-27.39624719,15.24266341,15.19128621,110,0.194879891,-0.011269219,-0.000112138,-7.05E-06,-25.51592,-16.21720945,3.808747017,6.598360182,220,0.527870984,-0.025457145,-0.000134681,-1.70E-05,-29.78915212,-11.0930569,18.84593774,24.45476631,137.5,0.989955581,-0.014382627,-0.000136065,-6.29E-05,-37.5733606,3.873205084,28.32621505,40.76018476
403.2,0.245760486,-0.070618033,-0.000181835,-1.01E-08,-33.48999907,-33.47441109,9.613839165,9.61851556,425.6,0.350370353,-0.064753454,-0.000159226,2.31E-07,-27.14204605,-27.44659128,15.21540972,15.12404615,112,0.199346618,-0.011493869,-0.000112512,-7.52E-06,-25.81919018,-15.9049318,3.980514571,6.954792086,224,0.532407096,-0.025996494,-0.00013499,-1.66E-05,-29.53654295,-11.32413845,19.16046323,24.62418458,140,1.006013277,-0.014723937,-0.000136979,-6.33E-05,-37.69594039,4.017398115,28.93174896,41.44575051
410.4,0.245246482,-0.071926837,-0.000181721,7.40E-08,-33.4137621,-33.52765165,9.595589919,9.561423056,433.2,0.349601563,-0.065962998,-0.000159075,3.16E-07,-27.06963849,-27.48640118,15.18587934,15.06085053,114,0.203783278,-0.011719264,-0.000112883,-7.96E-06,-26.1084218,-15.60669308,4.154725098,7.305243712,228,0.536678052,-0.026537038,-0.000135278,-1.61E-05,-29.27712531,-11.56203062,19.46307568,24.77760409,142.5,1.02167562,-0.015067504,-0.00013787,-6.36E-05,-37.78370034,4.126767126,29.53191471,42.10505495
417.6,0.244736265,-0.073234821,-0.000181608,1.47E-07,-33.34649832,-33.57191918,9.574951697,9.507325439,440.8,0.348850958,-0.067171401,-0.000158926,3.86E-07,-27.00689259,-27.51655145,15.15466274,15.00176508,116,0.20818809,-0.011945398,-0.000113251,-8.39E-06,-26.38392428,-15.32218386,4.331180934,7.649703062,232,0.54069109,-0.027078694,-0.000135546,-1.57E-05,-29.01206309,-11.8055695,19.75380687,24.91575495,145,1.03694074,-0.015413268,-0.000138737,-6.38E-05,-37.83823859,4.202910238,30.12615803,42.73850267
424.8,0.244233597,-0.07454199,-0.000181495,2.08E-07,-33.28754507,-33.60787632,9.552424242,9.456324867,448.4,0.348122612,-0.068378678,-0.000158779,4.44E-07,-26.95295707,-27.53789338,15.12228699,14.94680609,118,0.212559354,-0.012172266,-0.000113616,-8.79E-06,-26.64600488,-15.05109688,4.509689972,7.988162374,236,0.544453613,-0.027621382,-0.000135794,-1.52E-05,-28.74245157,-12.05365981,20.03271782,25.03935535,147.5,1.051807395,-0.015761168,-0.00013958,-6.39E-05,-37.86111354,4.247385864,30.71396173,43.34651155
432,0.24374168,-0.075848353,-0.000181384,2.60E-07,-33.23625039,-33.63617506,9.528459288,9.408481887,456,0.347419828,-0.069584848,-0.000158635,4.89E-07,-26.90700916,-27.55124974,15.08921913,14.89594696,120,0.216895455,-0.012399861,-0.000113978,-9.18E-06,-26.89496852,-14.79312723,4.690065595,8.320617982,240,0.547973155,-0.028165023,-0.000136023,-1.47E-05,-28.46931946,-12.30527285,20.29989651,25.14911049,150,1.066274943,-0.016111146,-0.000140399,-6.39E-05,-37.85384377,4.261712582,31.29484461,43.92951151
439.2,0.2432632,-0.077153921,-0.000181274,3.03E-07,-33.19197752,-33.65745213,9.503462705,9.36382032,463.6,0.346745211,-0.07078993,-0.000158493,5.23E-07,-26.86825885,-27.55741054,15.05586973,14.84912422,122,0.221194852,-0.012628177,-0.000114337,-9.54E-06,-27.13111768,-14.54797243,4.872126594,8.64707017,244,0.551257354,-0.028709543,-0.000136234,-1.42E-05,-28.19363084,-12.55944454,20.55545572,25.24571161,152.5,1.080343317,-0.016463141,-0.000141194,-6.38E-05,-37.81790798,4.247369075,31.86836029,44.48794341
446.4,0.242800368,-0.078458704,-0.000181166,3.37E-07,-33.15410877,-33.67232524,9.47779678,9.322331836,471.2,0.346100732,-0.071993948,-0.000158354,5.47E-07,-26.83595225,-27.55712969,15.02259647,14.80624324,124,0.225456087,-0.012857207,-0.000114693,-9.89E-06,-27.35475231,-14.31533252,5.055697097,8.967523033,248,0.554313924,-0.029254868,-0.000136426,-1.37E-05,-27.91628721,-12.81527338,20.79953091,25.32983506,155,1.09401299,-0.016817094,-0.000141965,-6.36E-05,-37.75474494,4.205794121,32.43409612,45.02225784
453.6,0.242354965,-0.079762719,-0.00018106,3.64E-07,-33.12204864,-33.68138989,9.451782604,9.28398023,478.8,0.3454878,-0.073196924,-0.000158219,5.62E-07,-26.80937411,-27.55112243,14.98970779,14.76718329,126,0.229677776,-0.013086945,-0.000115045,-1.02E-05,-27.56616971,-14.0949102,5.240606488,9.281984342,252,0.557150626,-0.029800927,-0.000136601,-1.33E-05,-27.63812956,-13.07191838,21.03227828,25.40214163,157.5,1.107284953,-0.017172945,-0.000142712,-6.34E-05,-37.66575357,4.13838664,32.99167204,45.53291411
460.8,0.24192838,-0.08106598,-0.000180957,3.83E-07,-33.09522638,-33.68521682,9.425702522,9.248705389,486.4,0.344907321,-0.074398883,-0.000158087,5.70E-07,-26.78784964,-27.54006356,14.95746652,14.73180234,128,0.233858607,-0.013317383,-0.000115393,-1.05E-05,-27.76566446,-13.8864109,5.426689334,9.590465404,256,0.559775243,-0.030347653,-0.000136759,-1.28E-05,-27.3599404,-13.32859703,21.25387278,25.46327579,160,1.120160686,-0.017530634,-0.000143435,-6.31E-05,-37.55229303,4.046505797,33.54073953,46.02037917
468,0.24152165,-0.082368504,-0.000180856,3.97E-07,-33.07309794,-33.68435008,9.399802608,9.216426966,494,0.344359758,-0.075599851,-0.000157958,5.72E-07,-26.77074569,-27.52458622,14.92609347,14.69994132,130,0.237997345,-0.013548515,-0.000115738,-1.08E-05,-27.95352831,-13.68954287,5.613785303,9.892980936,260,0.562195562,-0.030894979,-0.000136901,-1.23E-05,-27.08244586,-13.58458321,21.46450636,25.51386516,162.5,1.132642134,-0.017890101,-0.000144135,-6.27E-05,-37.41568289,3.931471143,34.08098047,46.48512668
475.2,0.241135493,-0.083670309,-0.000180757,4.06E-07,-33.05514749,-33.67930552,9.374295164,9.187047755,501.6,0.343845186,-0.076799851,-0.000157832,5.67E-07,-26.75747135,-27.50528133,14.89577096,14.67142797,132,0.24209282,-0.013780332,-0.000116079,-1.11E-05,-28.13005008,-13.50401728,5.80173909,10.18954893,264,0.564419349,-0.031442843,-0.000137028,-1.18E-05,-26.80631773,-13.83920512,21.66438622,25.55452001,165,1.144731679,-0.01825129,-0.000144811,-6.23E-05,-37.25720328,3.794562814,34.61210618,46.92763601
482.4,0.240770346,-0.084971413,-0.000180661,4.09E-07,-33.04088839,-33.67056975,9.349361186,9.160456777,509.2,0.343363345,-0.07799891,-0.00015771,5.58E-07,-26.74747804,-27.4826975,14.86664622,14.64608039,134,0.246143935,-0.014012827,-0.000116416,-1.13E-05,-28.29551562,-13.32954829,5.990400334,10.48019053,268,0.56645433,-0.031991183,-0.00013714,-1.13E-05,-26.53217556,-14.09184321,21.85373314,25.58583285,167.5,1.156432121,-0.018614139,-0.000145464,-6.18E-05,-37.07809516,3.63702177,35.13385629,47.34839137
489.6,0.2404264,-0.086271834,-0.000180567,4.09E-07,-33.02986388,-33.65859956,9.325152799,9.136532093,516.8,0.342913687,-0.079197051,-0.000157591,5.44E-07,-26.74025917,-27.45734128,14.83883471,14.62371007,136,0.250149659,-0.014245992,-0.000116749,-1.16E-05,-28.45020768,-13.16585314,6.17962354,10.7649299,272,0.568308174,-0.032539942,-0.000137237,-1.08E-05,-26.26058869,-14.34192816,22.03277992,25.60837808,170,1.167746648,-0.018978592,-0.000146094,-6.12E-05,-36.8795606,3.46005007,35.64599774,47.74788094
496.8,0.240103623,-0.08757159,-0.000180476,4.04E-07,-33.02164729,-33.6438216,9.301795644,9.11514335,524.4,0.342495422,-0.080394299,-0.000157475,5.27E-07,-26.73534948,-27.42967796,14.81242326,14.60412472,138,0.254109026,-0.014479818,-0.000117077,-1.18E-05,-28.59440591,-13.0126522,6.369268002,11.04379412,276,0.569988474,-0.033089062,-0.000137321,-1.04E-05,-25.99207828,-14.58893879,22.20176991,25.62271176,172.5,1.178678818,-0.019344591,-0.000146701,-6.06E-05,-36.66276306,3.264811194,36.1483238,48.12659607
504,0.239801797,-0.088870699,-0.000180388,3.97E-07,-33.01584205,-33.62663245,9.279391184,9.096154064,532,0.342107555,-0.081590678,-0.000157362,5.06E-07,-26.73232401,-27.4001325,14.78747313,14.58713058,140,0.258021133,-0.014714299,-0.000117402,-1.20E-05,-28.72838672,-12.86966904,6.559197719,11.31681302,280,0.571502737,-0.033638492,-0.000137392,-9.91E-06,-25.72711936,-14.83240009,22.36095559,25.62937137,175,1.189232535,-0.019712079,-0.000147285,-5.99E-05,-36.42882782,3.052430399,36.64065304,48.48503051
511.2,0.239520542,-0.090169181,-0.000180302,3.87E-07,-33.01208136,-33.6073989,9.258018937,9.079423675,539.6,0.341748928,-0.082786211,-0.000157252,4.84E-07,-26.73079681,-27.36909085,14.76402285,14.57253464,142,0.261885141,-0.014949424,-0.000117723,-1.22E-05,-28.85242326,-12.73663051,6.749281319,11.58401915,284,0.572858362,-0.034188178,-0.00013745,-9.46E-06,-25.4661428,-15.07188117,22.51059726,25.62887575,177.5,1.199412028,-0.020080998,-0.000147847,-5.92E-05,-36.1788423,2.823995108,37.12282842,48.82367964
518.4,0.239259336,-0.091467051,-0.000180218,3.75E-07,-33.01002766,-33.58645853,9.237738615,9.064809351,547.2,0.341418252,-0.083980918,-0.000157145,4.60E-07,-26.73041947,-27.33690143,14.74209093,14.56014634,144,0.265700269,-0.015185186,-0.000118039,-1.24E-05,-28.96678536,-12.61326679,6.939391977,11.84544755,288,0.574062636,-0.034738073,-0.000137496,-9.01E-06,-25.2095373,-15.30699335,22.65096177,25.62172496,180,1.20922183,-0.020451295,-0.000148387,-5.84E-05,-35.91385651,2.58055533,37.59471624,49.14303979
525.6,0.239017547,-0.092764327,-0.000180137,3.61E-07,-33.00937186,-33.56412041,9.218592165,9.052167599,554.8,0.341114133,-0.085174821,-0.00015704,4.35E-07,-26.73087949,-27.30387673,14.72167838,14.54977921,146,0.269465796,-0.015421576,-0.000118351,-1.26E-05,-29.07173946,-12.49931144,7.129407335,12.10113574,292,0.575122718,-0.03528813,-0.000137531,-8.57E-06,-24.95765129,-15.53738818,22.78232135,25.60840028,182.5,1.218666759,-0.020822913,-0.000148904,-5.76E-05,-35.6348835,2.323124121,38.05620531,49.4436076
532.8,0.238794443,-0.094061026,-0.000180058,3.45E-07,-33.0098325,-33.54066601,9.200605708,9.041355654,562.4,0.340835109,-0.08636794,-0.000156939,4.08E-07,-26.73189846,-27.27029518,14.70277107,14.54125206,148,0.273181058,-0.015658585,-0.000118658,-1.27E-05,-29.16754856,-12.39450146,7.319209422,12.35112355,296,0.576045629,-0.035838304,-0.000137555,-8.14E-06,-24.71079489,-15.76275557,22.90495251,25.58936431,185,1.227751899,-0.021195798,-0.0001494,-5.67E-05,-35.34289985,2.052678056,38.50720599,49.72587936
540,0.238589222,-0.095357164,-0.000179981,3.28E-07,-33.01115467,-33.51635024,9.183791363,9.032232691,570,0.340579665,-0.087560292,-0.000156839,3.82E-07,-26.73323021,-27.23640294,14.68534195,14.53439013,150,0.276845446,-0.015896205,-0.000118961,-1.29E-05,-29.2544722,-12.2985773,7.508684574,12.59545304,300,0.576838243,-0.036388553,-0.000137568,-7.72E-06,-24.46924171,-15.98282189,23.019135,25.56506095,187.5,1.236482578,-0.021569897,-0.000149875,-5.58E-05,-35.03884619,1.770157744,38.94764928,49.99035046
547.2,0.23840102,-0.096652754,-0.000179906,3.11E-07,-33.01310888,-33.49140259,9.168148968,9.024660855,577.6,0.34034626,-0.088751896,-0.000156741,3.55E-07,-26.73465885,-27.20241591,14.66935302,14.5290259,152,0.280458406,-0.016134425,-0.000119259,-1.30E-05,-29.33276638,-12.21128297,7.697723356,12.83416838,304,0.577507281,-0.036938837,-0.000137572,-7.31E-06,-24.23323074,-16.19734817,23.12515085,25.53591562,190,1.244864357,-0.021945157,-0.000150329,-5.49E-05,-34.72362767,1.47646836,39.37748598,50.23751479
554.4,0.238228933,-0.097947813,-0.000179833,2.93E-07,-33.01548984,-33.46602835,9.153667684,9.018506131,585.2,0.340133344,-0.089942768,-0.000156646,3.28E-07,-26.73599682,-27.16852167,14.65475723,14.52499978,154,0.284019434,-0.016373238,-0.000119553,-1.31E-05,-29.40268357,-12.132366,7.886220477,13.06731575,308,0.578059303,-0.037489119,-0.000137567,-6.91E-06,-24.00296809,-16.40612827,23.22328344,25.50233538,192.5,1.252903005,-0.022321526,-0.000150762,-5.39E-05,-34.39811459,1.172480196,39.79668583,50.46786427
561.6,0.238072025,-0.099242353,-0.000179762,2.74E-07,-33.01811517,-33.4404099,9.140327488,9.013639067,592.8,0.339939375,-0.091132922,-0.000156553,3.02E-07,-26.73708285,-27.13488146,14.64150016,14.52216058,156,0.28752808,-0.016612633,-0.000119842,-1.32E-05,-29.46447261,-12.06157754,8.074074716,13.29494324,312,0.578500701,-0.038039361,-0.000137553,-6.52E-06,-23.77862877,-16.60898721,23.31381669,25.46470916,195,1.260604489,-0.022698953,-0.000151176,-5.30E-05,-34.06314296,0.859029245,40.20523667,50.68188833
568.8,0.237929347,-0.100536387,-0.000179692,2.56E-07,-33.02082407,-33.41470804,9.128100555,9.009935362,600.4,0.339762833,-0.092322373,-0.000156461,2.76E-07,-26.73778005,-27.1016322,14.62952154,14.52036589,158,0.290983942,-0.016852602,-0.000120126,-1.33E-05,-29.51837875,-11.99867236,8.261188839,13.51710076,316,0.578837694,-0.038589531,-0.000137531,-6.15E-06,-23.56035837,-16.8057794,23.39703429,25.42340798,197.5,1.267974953,-0.023077387,-0.000151569,-5.20E-05,-33.71951504,0.53691779,40.60314361,50.88007346
576,0.237799942,-0.101829927,-0.000179625,2.38E-07,-33.02347598,-33.38906333,9.11695253,9.007276323,608,0.339602232,-0.093511132,-0.000156371,2.51E-07,-26.73797391,-27.06888838,14.61875664,14.5194823,160,0.294386664,-0.017093136,-0.000120406,-1.34E-05,-29.56464355,-11.94340887,8.447469522,13.73383993,320,0.579076326,-0.039139596,-0.000137501,-5.78E-06,-23.3482747,-16.99638701,23.47321893,25.37878524,200,1.275020707,-0.023456781,-0.000151943,-5.09E-05,-33.36800005,0.206915026,40.99042827,51.06290279
583.2,0.237682856,-0.103122983,-0.000179558,2.19E-07,-33.02594921,-33.36359746,9.106843695,9.00554922,615.6,0.33945613,-0.094699213,-0.000156282,2.27E-07,-26.73757042,-27.03674403,14.60913754,14.51938545,162,0.297735939,-0.017334224,-0.000120681,-1.34E-05,-29.60350494,-11.89554917,8.632827271,13.945214,324,0.579222458,-0.039689527,-0.000137463,-5.43E-06,-23.14246944,-17.18071838,23.5426517,25.33117702,202.5,1.28174821,-0.023837085,-0.000152297,-4.99E-05,-33.00933472,-0.130242317,41.367128,51.23085572
590.4,0.237577149,-0.104415567,-0.000179493,2.02E-07,-33.0281396,-33.33841459,9.097730033,9.004647534,623.2,0.339323137,-0.095886625,-0.000156195,2.04E-07,-26.73649422,-27.00527453,14.60059419,14.5199601,164,0.301031503,-0.017575857,-0.000120951,-1.35E-05,-29.63519711,-11.85485906,8.817176343,14.15127776,328,0.579281772,-0.040239294,-0.000137419,-5.08E-06,-22.94300966,-17.35870643,23.60561143,25.2809024,205,1.288164057,-0.024218253,-0.000152633,-4.88E-05,-32.64422395,-0.47384932,41.73329511,51.3844075
597.6,0.237481899,-0.105707688,-0.000179429,1.84E-07,-33.02995916,-33.31360271,9.089564188,9.004471121,630.8,0.339201922,-0.097073377,-0.000156109,1.82E-07,-26.73468678,-26.97453838,14.59305544,14.52109996,166,0.304273137,-0.017818026,-0.000121217,-1.35E-05,-29.65995056,-11.82110804,9.000434668,14.35208742,332,0.579259764,-0.040788871,-0.000137369,-4.75E-06,-22.74993935,-17.53030719,23.66237417,25.22826382,207.5,1.294274965,-0.024600237,-0.000152951,-4.77E-05,-32.27334153,-0.823232223,42.08899615,51.52402894
604.8,0.23739621,-0.106999354,-0.000179367,1.68E-07,-33.03133478,-33.28923493,9.082296336,9.00492629,638.4,0.339091219,-0.098259479,-0.000156024,1.61E-07,-26.73210474,-26.94457896,14.58644983,14.52270756,168,0.307460664,-0.018060722,-0.000121478,-1.36E-05,-29.67799204,-11.79406935,9.182523774,14.54770058,336,0.579161741,-0.041338235,-0.000137312,-4.43E-06,-22.56328085,-17.6954983,23.71321265,25.17354742,210,1.30008776,-0.024982994,-0.000153251,-4.66E-05,-31.89733071,-1.177747749,42.4343112,51.65018609
612,0.237319213,-0.108290573,-0.000179305,1.52E-07,-33.03220696,-33.26537076,9.075874961,9.00592582,646,0.338989828,-0.099444938,-0.000155939,1.42E-07,-26.72871826,-26.91542612,14.58070639,14.52469403,170,0.310593945,-0.018303934,-0.000121734,-1.36E-05,-29.68954456,-11.77351999,9.363368707,14.73817608,340,0.578992829,-0.04188736,-0.00013725,-4.12E-06,-22.38303633,-17.8542776,23.75839587,25.11702349,212.5,1.305609367,-0.025366478,-0.000153533,-4.55E-05,-31.51680499,-1.536782424,42.76933316,51.76333993
619.2,0.237250076,-0.109581352,-0.000179245,1.36E-07,-33.03252855,-33.24205735,9.070247545,9.007388906,653.6,0.338896621,-0.100629761,-0.000155856,1.23E-07,-26.72450948,-26.8870977,14.57575524,14.52697877,172,0.313672885,-0.018547654,-0.000121985,-1.36E-05,-29.69482739,-11.75924068,9.542897953,14.92357397,344,0.578757962,-0.042436226,-0.000137182,-3.82E-06,-22.20918908,-18.0066618,23.79818863,25.05894681,215,1.310846793,-0.025750647,-0.000153799,-4.43E-05,-31.13234873,-1.899751881,43.09416711,51.86394617
626.4,0.237188003,-0.110871699,-0.000179185,1.22E-07,-33.03226358,-33.21933064,9.065361182,9.009241064,661.2,0.338810542,-0.101813952,-0.000155773,1.06E-07,-26.7194711,-26.85960103,14.57152815,14.52948917,174,0.316697423,-0.018791871,-0.000122231,-1.36E-05,-29.69405603,-11.75101594,9.721043365,15.10395539,348,0.57846189,-0.042984813,-0.00013711,-3.54E-06,-22.04170485,-18.15268515,23.8328512,24.99955711,217.5,1.315807125,-0.026135458,-0.000154048,-4.32E-05,-30.74451788,-2.266100163,43.40892962,51.95245494
633.6,0.237132237,-0.112161617,-0.000179126,1.08E-07,-33.03138615,-33.19721657,9.061163107,9.011413982,668.8,0.338730607,-0.102997518,-0.000155691,9.05E-08,-26.71360498,-26.83293426,14.56795898,14.53216019,176,0.319667537,-0.019036577,-0.000122473,-1.36E-05,-29.68744222,-11.74863403,9.897740087,15.27938254,352,0.57810918,-0.043533103,-0.000137034,-3.27E-06,-21.88053315,-18.29239815,23.86263899,24.93907949,220,1.320497509,-0.026520871,-0.00015428,-4.20E-05,-30.35384071,-2.635299015,43.71374815,52.02931065
